Unique id, Merchant Id, Merchant Name, Price, Transaction Date, Transaction Month, Transaction Year, Transaction Day, User Name, Category
1653, 8, Kebab Factory, 7.0, 16, 12, 2013, Monday, mary, Food
1654, 6, Fantasia, 8.0, 17, 12, 2013, Tuesday, mary, Food
1655, 6, Fantasia, 14.0, 06, 12, 2013, Friday, mary, Food
1656, 7, Subway, 10.0, 28, 11, 2013, Thursday, mary, Food
1657, 4, Mc Donalds, 12.0, 08, 12, 2013, Sunday, mary, Food
1658, 6, Fantasia, 11.0, 06, 12, 2013, Friday, mary, Food
1659, 8, Kebab Factory, 8.0, 12, 12, 2013, Thursday, mary, Food
1660, 8, Kebab Factory, 7.0, 18, 12, 2013, Wednesday, mary, Food
1661, 6, Fantasia, 5.0, 29, 11, 2013, Friday, mary, Food
1662, 3, KFC, 9.0, 11, 12, 2013, Wednesday, mary, Food
1663, 7, Subway, 8.0, 22, 11, 2013, Friday, mary, Food
1664, 3, KFC, 8.0, 30, 11, 2013, Saturday, mary, Food
1665, 6, Fantasia, 13.0, 30, 11, 2013, Saturday, mary, Food
1666, 7, Subway, 12.0, 29, 11, 2013, Friday, mary, Food
1667, 5, Guzman and Gomez, 15.0, 21, 11, 2013, Thursday, mary, Food
1668, 3, KFC, 6.0, 24, 11, 2013, Sunday, mary, Food
1669, 4, Mc Donalds, 12.0, 30, 11, 2013, Saturday, mary, Food
1670, 5, Guzman and Gomez, 12.0, 27, 11, 2013, Wednesday, mary, Food
1671, 4, Mc Donalds, 13.0, 11, 12, 2013, Wednesday, mary, Food
1672, 5, Guzman and Gomez, 5.0, 20, 11, 2013, Wednesday, mary, Food
1673, 6, Fantasia, 6.0, 10, 12, 2013, Tuesday, mary, Food
1674, 7, Subway, 15.0, 04, 12, 2013, Wednesday, mary, Food
1675, 7, Subway, 5.0, 24, 11, 2013, Sunday, mary, Food
1676, 3, KFC, 12.0, 29, 11, 2013, Friday, mary, Food
1677, 3, KFC, 9.0, 19, 11, 2013, Tuesday, mary, Food
1678, 9, Nandoos, 12.0, 09, 12, 2013, Monday, mary, Food
1679, 4, Mc Donalds, 6.0, 12, 12, 2013, Thursday, mary, Food
1680, 7, Subway, 7.0, 18, 12, 2013, Wednesday, mary, Food
1681, 5, Guzman and Gomez, 13.0, 10, 12, 2013, Tuesday, mary, Food
1682, 5, Guzman and Gomez, 7.0, 15, 12, 2013, Sunday, mary, Food
1683, 7, Subway, 7.0, 27, 11, 2013, Wednesday, mary, Food
1684, 6, Fantasia, 11.0, 29, 11, 2013, Friday, mary, Food
1685, 8, Kebab Factory, 8.0, 30, 11, 2013, Saturday, mary, Food
1686, 9, Nandoos, 8.0, 24, 11, 2013, Sunday, mary, Food
1687, 8, Kebab Factory, 11.0, 21, 11, 2013, Thursday, mary, Food
1688, 9, Nandoos, 6.0, 06, 12, 2013, Friday, mary, Food
1689, 3, KFC, 13.0, 26, 11, 2013, Tuesday, mary, Food
1690, 3, KFC, 10.0, 25, 11, 2013, Monday, mary, Food
1691, 6, Fantasia, 5.0, 21, 11, 2013, Thursday, mary, Food
1692, 4, Mc Donalds, 11.0, 25, 11, 2013, Monday, mary, Food
1693, 7, Subway, 5.0, 28, 11, 2013, Thursday, mary, Food
1694, 9, Nandoos, 10.0, 21, 11, 2013, Thursday, mary, Food
1695, 9, Nandoos, 6.0, 16, 12, 2013, Monday, mary, Food
1696, 3, KFC, 13.0, 23, 11, 2013, Saturday, mary, Food
1697, 9, Nandoos, 13.0, 18, 11, 2013, Monday, mary, Food
1698, 8, Kebab Factory, 13.0, 03, 12, 2013, Tuesday, mary, Food
1699, 7, Subway, 11.0, 25, 11, 2013, Monday, mary, Food
1700, 3, KFC, 10.0, 05, 12, 2013, Thursday, mary, Food
1701, 5, Guzman and Gomez, 11.0, 28, 11, 2013, Thursday, mary, Food
1702, 3, KFC, 8.0, 11, 12, 2013, Wednesday, mary, Food
1703, 4, Mc Donalds, 11.0, 14, 12, 2013, Saturday, mary, Food
1704, 4, Mc Donalds, 6.0, 01, 12, 2013, Sunday, mary, Food
1705, 6, Fantasia, 14.0, 15, 12, 2013, Sunday, mary, Food
1706, 9, Nandoos, 10.0, 26, 11, 2013, Tuesday, mary, Food
1707, 6, Fantasia, 14.0, 03, 12, 2013, Tuesday, mary, Food
1708, 3, KFC, 8.0, 23, 11, 2013, Saturday, mary, Food
1709, 6, Fantasia, 7.0, 25, 11, 2013, Monday, mary, Food
1710, 6, Fantasia, 13.0, 26, 11, 2013, Tuesday, mary, Food
1711, 4, Mc Donalds, 5.0, 15, 12, 2013, Sunday, mary, Food
1712, 5, Guzman and Gomez, 7.0, 17, 12, 2013, Tuesday, mary, Food
1713, 3, KFC, 10.0, 25, 11, 2013, Monday, mary, Food
1714, 4, Mc Donalds, 9.0, 26, 11, 2013, Tuesday, mary, Food
1715, 8, Kebab Factory, 5.0, 11, 12, 2013, Wednesday, mary, Food
1716, 3, KFC, 9.0, 24, 11, 2013, Sunday, mary, Food
1717, 6, Fantasia, 6.0, 24, 11, 2013, Sunday, mary, Food
1718, 3, KFC, 13.0, 02, 12, 2013, Monday, mary, Food
1719, 8, Kebab Factory, 8.0, 13, 12, 2013, Friday, mary, Food
1720, 7, Subway, 15.0, 11, 12, 2013, Wednesday, mary, Food
1721, 4, Mc Donalds, 12.0, 14, 12, 2013, Saturday, mary, Food
1722, 6, Fantasia, 9.0, 15, 11, 2013, Friday, mary, Food
1723, 3, KFC, 12.0, 27, 10, 2013, Sunday, mary, Food
1724, 5, Guzman and Gomez, 11.0, 16, 11, 2013, Saturday, mary, Food
1725, 9, Nandoos, 9.0, 31, 10, 2013, Thursday, mary, Food
1726, 7, Subway, 8.0, 16, 11, 2013, Saturday, mary, Food
1727, 9, Nandoos, 13.0, 25, 10, 2013, Friday, mary, Food
1728, 9, Nandoos, 7.0, 29, 10, 2013, Tuesday, mary, Food
1729, 9, Nandoos, 9.0, 04, 11, 2013, Monday, mary, Food
1730, 9, Nandoos, 6.0, 05, 11, 2013, Tuesday, mary, Food
1731, 7, Subway, 15.0, 18, 10, 2013, Friday, mary, Food
1732, 3, KFC, 6.0, 28, 10, 2013, Monday, mary, Food
1733, 8, Kebab Factory, 11.0, 29, 10, 2013, Tuesday, mary, Food
1734, 8, Kebab Factory, 15.0, 17, 11, 2013, Sunday, mary, Food
1735, 3, KFC, 11.0, 12, 11, 2013, Tuesday, mary, Food
1736, 5, Guzman and Gomez, 12.0, 08, 11, 2013, Friday, mary, Food
1737, 3, KFC, 15.0, 03, 11, 2013, Sunday, mary, Food
1738, 8, Kebab Factory, 10.0, 15, 11, 2013, Friday, mary, Food
1739, 6, Fantasia, 9.0, 09, 11, 2013, Saturday, mary, Food
1740, 7, Subway, 14.0, 22, 10, 2013, Tuesday, mary, Food
1741, 8, Kebab Factory, 11.0, 31, 10, 2013, Thursday, mary, Food
1742, 7, Subway, 11.0, 17, 11, 2013, Sunday, mary, Food
1743, 3, KFC, 10.0, 13, 11, 2013, Wednesday, mary, Food
1744, 5, Guzman and Gomez, 9.0, 18, 10, 2013, Friday, mary, Food
1745, 7, Subway, 8.0, 18, 11, 2013, Monday, mary, Food
1746, 4, Mc Donalds, 11.0, 12, 11, 2013, Tuesday, mary, Food
1747, 4, Mc Donalds, 8.0, 25, 10, 2013, Friday, mary, Food
1748, 4, Mc Donalds, 5.0, 05, 11, 2013, Tuesday, mary, Food
1749, 3, KFC, 10.0, 11, 11, 2013, Monday, mary, Food
1750, 6, Fantasia, 8.0, 21, 10, 2013, Monday, mary, Food
1751, 6, Fantasia, 5.0, 16, 11, 2013, Saturday, mary, Food
1752, 6, Fantasia, 10.0, 22, 10, 2013, Tuesday, mary, Food
1753, 7, Subway, 14.0, 18, 10, 2013, Friday, mary, Food
1754, 6, Fantasia, 15.0, 16, 11, 2013, Saturday, mary, Food
1755, 7, Subway, 6.0, 18, 11, 2013, Monday, mary, Food
1756, 9, Nandoos, 7.0, 04, 11, 2013, Monday, mary, Food
1757, 3, KFC, 12.0, 28, 10, 2013, Monday, mary, Food
1758, 7, Subway, 11.0, 06, 11, 2013, Wednesday, mary, Food
1759, 9, Nandoos, 11.0, 15, 11, 2013, Friday, mary, Food
1760, 7, Subway, 6.0, 23, 10, 2013, Wednesday, mary, Food
1761, 3, KFC, 7.0, 24, 10, 2013, Thursday, mary, Food
1762, 3, KFC, 11.0, 20, 10, 2013, Sunday, mary, Food
1763, 4, Mc Donalds, 8.0, 27, 10, 2013, Sunday, mary, Food
1764, 6, Fantasia, 8.0, 22, 10, 2013, Tuesday, mary, Food
1765, 8, Kebab Factory, 11.0, 12, 11, 2013, Tuesday, mary, Food
1766, 4, Mc Donalds, 13.0, 12, 11, 2013, Tuesday, mary, Food
1767, 3, KFC, 14.0, 06, 11, 2013, Wednesday, mary, Food
1768, 4, Mc Donalds, 12.0, 15, 11, 2013, Friday, mary, Food
1769, 7, Subway, 12.0, 19, 10, 2013, Saturday, mary, Food
1770, 9, Nandoos, 12.0, 19, 10, 2013, Saturday, mary, Food
1771, 9, Nandoos, 6.0, 13, 11, 2013, Wednesday, mary, Food
1772, 4, Mc Donalds, 5.0, 13, 11, 2013, Wednesday, mary, Food
1773, 8, Kebab Factory, 14.0, 14, 11, 2013, Thursday, mary, Food
1774, 5, Guzman and Gomez, 14.0, 26, 10, 2013, Saturday, mary, Food
1775, 7, Subway, 14.0, 11, 11, 2013, Monday, mary, Food
1776, 3, KFC, 8.0, 21, 10, 2013, Monday, mary, Food
1777, 4, Mc Donalds, 6.0, 30, 10, 2013, Wednesday, mary, Food
1778, 4, Mc Donalds, 8.0, 01, 11, 2013, Friday, mary, Food
1779, 4, Mc Donalds, 14.0, 18, 11, 2013, Monday, mary, Food
1780, 3, KFC, 13.0, 25, 10, 2013, Friday, mary, Food
1781, 6, Fantasia, 13.0, 17, 11, 2013, Sunday, mary, Food
1782, 6, Fantasia, 12.0, 01, 11, 2013, Friday, mary, Food
1783, 6, Fantasia, 8.0, 07, 11, 2013, Thursday, mary, Food
1784, 7, Subway, 13.0, 04, 11, 2013, Monday, mary, Food
1785, 6, Fantasia, 12.0, 29, 10, 2013, Tuesday, mary, Food
1786, 6, Fantasia, 6.0, 17, 11, 2013, Sunday, mary, Food
1787, 4, Mc Donalds, 12.0, 15, 11, 2013, Friday, mary, Food
1788, 5, Guzman and Gomez, 8.0, 01, 11, 2013, Friday, mary, Food
1789, 8, Kebab Factory, 12.0, 29, 10, 2013, Tuesday, mary, Food
1790, 3, KFC, 7.0, 17, 11, 2013, Sunday, mary, Food
1791, 6, Fantasia, 7.0, 20, 10, 2013, Sunday, mary, Food
1792, 5, Guzman and Gomez, 9.0, 02, 11, 2013, Saturday, mary, Food
1793, 7, Subway, 13.0, 04, 11, 2013, Monday, mary, Food
1794, 5, Guzman and Gomez, 10.0, 09, 11, 2013, Saturday, mary, Food
1795, 9, Nandoos, 13.0, 23, 10, 2013, Wednesday, mary, Food
1796, 5, Guzman and Gomez, 13.0, 09, 11, 2013, Saturday, mary, Food
1797, 7, Subway, 8.0, 24, 10, 2013, Thursday, mary, Food
1798, 6, Fantasia, 15.0, 22, 10, 2013, Tuesday, mary, Food
1799, 8, Kebab Factory, 15.0, 22, 10, 2013, Tuesday, mary, Food
1800, 6, Fantasia, 12.0, 03, 11, 2013, Sunday, mary, Food
1801, 7, Subway, 8.0, 21, 09, 2013, Saturday, mary, Food
1802, 6, Fantasia, 9.0, 25, 09, 2013, Wednesday, mary, Food
1803, 4, Mc Donalds, 7.0, 27, 09, 2013, Friday, mary, Food
1804, 7, Subway, 12.0, 04, 10, 2013, Friday, mary, Food
1805, 3, KFC, 5.0, 24, 09, 2013, Tuesday, mary, Food
1806, 6, Fantasia, 12.0, 26, 09, 2013, Thursday, mary, Food
1807, 7, Subway, 7.0, 03, 10, 2013, Thursday, mary, Food
1808, 3, KFC, 6.0, 22, 09, 2013, Sunday, mary, Food
1809, 8, Kebab Factory, 6.0, 15, 10, 2013, Tuesday, mary, Food
1810, 8, Kebab Factory, 5.0, 26, 09, 2013, Thursday, mary, Food
1811, 5, Guzman and Gomez, 8.0, 15, 10, 2013, Tuesday, mary, Food
1812, 7, Subway, 5.0, 28, 09, 2013, Saturday, mary, Food
1813, 4, Mc Donalds, 14.0, 02, 10, 2013, Wednesday, mary, Food
1814, 6, Fantasia, 9.0, 23, 09, 2013, Monday, mary, Food
1815, 9, Nandoos, 11.0, 24, 09, 2013, Tuesday, mary, Food
1816, 3, KFC, 9.0, 27, 09, 2013, Friday, mary, Food
1817, 8, Kebab Factory, 5.0, 16, 10, 2013, Wednesday, mary, Food
1818, 5, Guzman and Gomez, 6.0, 03, 10, 2013, Thursday, mary, Food
1819, 4, Mc Donalds, 10.0, 10, 10, 2013, Thursday, mary, Food
1820, 8, Kebab Factory, 10.0, 10, 10, 2013, Thursday, mary, Food
1821, 6, Fantasia, 11.0, 18, 09, 2013, Wednesday, mary, Food
1822, 5, Guzman and Gomez, 15.0, 30, 09, 2013, Monday, mary, Food
1823, 9, Nandoos, 12.0, 27, 09, 2013, Friday, mary, Food
1824, 6, Fantasia, 11.0, 24, 09, 2013, Tuesday, mary, Food
1825, 6, Fantasia, 7.0, 18, 10, 2013, Friday, mary, Food
1826, 9, Nandoos, 9.0, 16, 10, 2013, Wednesday, mary, Food
1827, 5, Guzman and Gomez, 13.0, 10, 10, 2013, Thursday, mary, Food
1828, 3, KFC, 11.0, 10, 10, 2013, Thursday, mary, Food
1829, 6, Fantasia, 15.0, 26, 09, 2013, Thursday, mary, Food
1830, 8, Kebab Factory, 10.0, 16, 10, 2013, Wednesday, mary, Food
1831, 5, Guzman and Gomez, 12.0, 26, 09, 2013, Thursday, mary, Food
1832, 5, Guzman and Gomez, 11.0, 16, 10, 2013, Wednesday, mary, Food
1833, 4, Mc Donalds, 12.0, 24, 09, 2013, Tuesday, mary, Food
1834, 5, Guzman and Gomez, 11.0, 10, 10, 2013, Thursday, mary, Food
1835, 6, Fantasia, 13.0, 21, 09, 2013, Saturday, mary, Food
1836, 8, Kebab Factory, 6.0, 29, 09, 2013, Sunday, mary, Food
1837, 7, Subway, 9.0, 07, 10, 2013, Monday, mary, Food
1838, 3, KFC, 13.0, 19, 09, 2013, Thursday, mary, Food
1839, 6, Fantasia, 9.0, 30, 09, 2013, Monday, mary, Food
1840, 6, Fantasia, 9.0, 05, 10, 2013, Saturday, mary, Food
1841, 4, Mc Donalds, 10.0, 18, 10, 2013, Friday, mary, Food
1842, 8, Kebab Factory, 14.0, 16, 10, 2013, Wednesday, mary, Food
1843, 5, Guzman and Gomez, 12.0, 01, 10, 2013, Tuesday, mary, Food
1844, 9, Nandoos, 10.0, 04, 10, 2013, Friday, mary, Food
1845, 5, Guzman and Gomez, 11.0, 18, 10, 2013, Friday, mary, Food
1846, 8, Kebab Factory, 8.0, 26, 09, 2013, Thursday, mary, Food
1847, 6, Fantasia, 8.0, 18, 09, 2013, Wednesday, mary, Food
1848, 5, Guzman and Gomez, 9.0, 06, 10, 2013, Sunday, mary, Food
1849, 6, Fantasia, 7.0, 16, 10, 2013, Wednesday, mary, Food
1850, 8, Kebab Factory, 7.0, 17, 10, 2013, Thursday, mary, Food
1851, 5, Guzman and Gomez, 6.0, 23, 09, 2013, Monday, mary, Food
1852, 9, Nandoos, 10.0, 09, 10, 2013, Wednesday, mary, Food
1853, 6, Fantasia, 13.0, 29, 09, 2013, Sunday, mary, Food
1854, 5, Guzman and Gomez, 14.0, 18, 10, 2013, Friday, mary, Food
1855, 5, Guzman and Gomez, 11.0, 20, 09, 2013, Friday, mary, Food
1856, 3, KFC, 11.0, 09, 10, 2013, Wednesday, mary, Food
1857, 6, Fantasia, 8.0, 17, 10, 2013, Thursday, mary, Food
1858, 5, Guzman and Gomez, 8.0, 07, 10, 2013, Monday, mary, Food
1859, 9, Nandoos, 13.0, 28, 09, 2013, Saturday, mary, Food
1860, 7, Subway, 5.0, 07, 10, 2013, Monday, mary, Food
1861, 7, Subway, 15.0, 24, 09, 2013, Tuesday, mary, Food
1862, 3, KFC, 13.0, 12, 10, 2013, Saturday, mary, Food
1863, 3, KFC, 14.0, 09, 10, 2013, Wednesday, mary, Food
1864, 6, Fantasia, 5.0, 06, 10, 2013, Sunday, mary, Food
1865, 5, Guzman and Gomez, 15.0, 09, 10, 2013, Wednesday, mary, Food
1866, 3, KFC, 7.0, 15, 10, 2013, Tuesday, mary, Food
1867, 3, KFC, 14.0, 28, 09, 2013, Saturday, mary, Food
1868, 6, Fantasia, 10.0, 15, 10, 2013, Tuesday, mary, Food
1869, 9, Nandoos, 6.0, 28, 09, 2013, Saturday, mary, Food
1870, 8, Kebab Factory, 13.0, 04, 10, 2013, Friday, mary, Food
1871, 3, KFC, 13.0, 07, 10, 2013, Monday, mary, Food
1872, 8, Kebab Factory, 8.0, 27, 09, 2013, Friday, mary, Food
1873, 8, Kebab Factory, 10.0, 19, 09, 2013, Thursday, mary, Food
1874, 5, Guzman and Gomez, 8.0, 10, 10, 2013, Thursday, mary, Food
1875, 7, Subway, 7.0, 04, 10, 2013, Friday, mary, Food
1876, 8, Kebab Factory, 10.0, 15, 10, 2013, Tuesday, mary, Food
1877, 9, Nandoos, 12.0, 14, 10, 2013, Monday, mary, Food
1878, 5, Guzman and Gomez, 5.0, 03, 10, 2013, Thursday, mary, Food
1879, 6, Fantasia, 6.0, 24, 09, 2013, Tuesday, mary, Food
1880, 9, Nandoos, 11.0, 23, 08, 2013, Friday, mary, Food
1881, 5, Guzman and Gomez, 15.0, 19, 08, 2013, Monday, mary, Food
1882, 6, Fantasia, 11.0, 08, 09, 2013, Sunday, mary, Food
1883, 6, Fantasia, 7.0, 31, 08, 2013, Saturday, mary, Food
1884, 8, Kebab Factory, 13.0, 20, 08, 2013, Tuesday, mary, Food
1885, 4, Mc Donalds, 12.0, 03, 09, 2013, Tuesday, mary, Food
1886, 7, Subway, 9.0, 21, 08, 2013, Wednesday, mary, Food
1887, 4, Mc Donalds, 14.0, 03, 09, 2013, Tuesday, mary, Food
1888, 7, Subway, 15.0, 11, 09, 2013, Wednesday, mary, Food
1889, 5, Guzman and Gomez, 7.0, 27, 08, 2013, Tuesday, mary, Food
1890, 8, Kebab Factory, 9.0, 15, 09, 2013, Sunday, mary, Food
1891, 8, Kebab Factory, 13.0, 17, 09, 2013, Tuesday, mary, Food
1892, 3, KFC, 14.0, 27, 08, 2013, Tuesday, mary, Food
1893, 6, Fantasia, 6.0, 23, 08, 2013, Friday, mary, Food
1894, 8, Kebab Factory, 11.0, 27, 08, 2013, Tuesday, mary, Food
1895, 5, Guzman and Gomez, 11.0, 01, 09, 2013, Sunday, mary, Food
1896, 4, Mc Donalds, 15.0, 01, 09, 2013, Sunday, mary, Food
1897, 4, Mc Donalds, 14.0, 20, 08, 2013, Tuesday, mary, Food
1898, 7, Subway, 7.0, 18, 09, 2013, Wednesday, mary, Food
1899, 3, KFC, 9.0, 17, 09, 2013, Tuesday, mary, Food
1900, 6, Fantasia, 8.0, 31, 08, 2013, Saturday, mary, Food
1901, 4, Mc Donalds, 8.0, 09, 09, 2013, Monday, mary, Food
1902, 9, Nandoos, 14.0, 13, 09, 2013, Friday, mary, Food
1903, 4, Mc Donalds, 12.0, 07, 09, 2013, Saturday, mary, Food
1904, 7, Subway, 13.0, 10, 09, 2013, Tuesday, mary, Food
1905, 7, Subway, 15.0, 15, 09, 2013, Sunday, mary, Food
1906, 6, Fantasia, 9.0, 07, 09, 2013, Saturday, mary, Food
1907, 8, Kebab Factory, 14.0, 13, 09, 2013, Friday, mary, Food
1908, 9, Nandoos, 6.0, 30, 08, 2013, Friday, mary, Food
1909, 7, Subway, 5.0, 17, 09, 2013, Tuesday, mary, Food
1910, 5, Guzman and Gomez, 13.0, 09, 09, 2013, Monday, mary, Food
1911, 6, Fantasia, 14.0, 09, 09, 2013, Monday, mary, Food
1912, 3, KFC, 10.0, 13, 09, 2013, Friday, mary, Food
1913, 6, Fantasia, 10.0, 21, 08, 2013, Wednesday, mary, Food
1914, 5, Guzman and Gomez, 15.0, 14, 09, 2013, Saturday, mary, Food
1915, 5, Guzman and Gomez, 7.0, 02, 09, 2013, Monday, mary, Food
1916, 7, Subway, 11.0, 07, 09, 2013, Saturday, mary, Food
1917, 6, Fantasia, 15.0, 12, 09, 2013, Thursday, mary, Food
1918, 4, Mc Donalds, 15.0, 20, 08, 2013, Tuesday, mary, Food
1919, 3, KFC, 10.0, 11, 09, 2013, Wednesday, mary, Food
1920, 6, Fantasia, 9.0, 22, 08, 2013, Thursday, mary, Food
1921, 8, Kebab Factory, 9.0, 23, 08, 2013, Friday, mary, Food
1922, 9, Nandoos, 10.0, 27, 08, 2013, Tuesday, mary, Food
1923, 4, Mc Donalds, 12.0, 11, 09, 2013, Wednesday, mary, Food
1924, 7, Subway, 5.0, 30, 08, 2013, Friday, mary, Food
1925, 6, Fantasia, 13.0, 05, 09, 2013, Thursday, mary, Food
1926, 6, Fantasia, 7.0, 28, 08, 2013, Wednesday, mary, Food
1927, 8, Kebab Factory, 5.0, 24, 08, 2013, Saturday, mary, Food
1928, 5, Guzman and Gomez, 6.0, 23, 08, 2013, Friday, mary, Food
1929, 9, Nandoos, 12.0, 05, 09, 2013, Thursday, mary, Food
1930, 5, Guzman and Gomez, 6.0, 11, 09, 2013, Wednesday, mary, Food
1931, 5, Guzman and Gomez, 13.0, 26, 08, 2013, Monday, mary, Food
1932, 9, Nandoos, 9.0, 10, 09, 2013, Tuesday, mary, Food
1933, 8, Kebab Factory, 15.0, 21, 08, 2013, Wednesday, mary, Food
1934, 7, Subway, 6.0, 31, 08, 2013, Saturday, mary, Food
1935, 4, Mc Donalds, 6.0, 07, 09, 2013, Saturday, mary, Food
1936, 7, Subway, 6.0, 24, 08, 2013, Saturday, mary, Food
1937, 7, Subway, 11.0, 25, 08, 2013, Sunday, mary, Food
1938, 3, KFC, 14.0, 24, 08, 2013, Saturday, mary, Food
1939, 7, Subway, 8.0, 01, 09, 2013, Sunday, mary, Food
1940, 6, Fantasia, 11.0, 19, 08, 2013, Monday, mary, Food
1941, 9, Nandoos, 8.0, 13, 09, 2013, Friday, mary, Food
1942, 6, Fantasia, 13.0, 17, 09, 2013, Tuesday, mary, Food
1943, 9, Nandoos, 11.0, 05, 09, 2013, Thursday, mary, Food
1944, 8, Kebab Factory, 11.0, 03, 09, 2013, Tuesday, mary, Food
1945, 3, KFC, 13.0, 26, 08, 2013, Monday, mary, Food
1946, 4, Mc Donalds, 13.0, 28, 08, 2013, Wednesday, mary, Food
1947, 7, Subway, 8.0, 17, 09, 2013, Tuesday, mary, Food
1948, 7, Subway, 9.0, 24, 08, 2013, Saturday, mary, Food
1949, 9, Nandoos, 7.0, 01, 09, 2013, Sunday, mary, Food
1950, 9, Nandoos, 9.0, 26, 08, 2013, Monday, mary, Food
1951, 7, Subway, 7.0, 18, 09, 2013, Wednesday, mary, Food
1952, 6, Fantasia, 13.0, 26, 08, 2013, Monday, mary, Food
1953, 3, KFC, 15.0, 24, 08, 2013, Saturday, mary, Food
1954, 4, Mc Donalds, 10.0, 19, 08, 2013, Monday, mary, Food
1955, 6, Fantasia, 5.0, 11, 09, 2013, Wednesday, mary, Food
1956, 9, Nandoos, 7.0, 08, 09, 2013, Sunday, mary, Food
1957, 4, Mc Donalds, 8.0, 21, 08, 2013, Wednesday, mary, Food
1958, 7, Subway, 14.0, 09, 09, 2013, Monday, mary, Food
1959, 9, Nandoos, 5.0, 01, 08, 2013, Thursday, mary, Food
1960, 7, Subway, 13.0, 30, 07, 2013, Tuesday, mary, Food
1961, 4, Mc Donalds, 13.0, 08, 08, 2013, Thursday, mary, Food
1962, 5, Guzman and Gomez, 11.0, 30, 07, 2013, Tuesday, mary, Food
1963, 7, Subway, 6.0, 26, 07, 2013, Friday, mary, Food
1964, 8, Kebab Factory, 13.0, 24, 07, 2013, Wednesday, mary, Food
1965, 8, Kebab Factory, 5.0, 27, 07, 2013, Saturday, mary, Food
1966, 8, Kebab Factory, 12.0, 09, 08, 2013, Friday, mary, Food
1967, 4, Mc Donalds, 8.0, 07, 08, 2013, Wednesday, mary, Food
1968, 5, Guzman and Gomez, 13.0, 27, 07, 2013, Saturday, mary, Food
1969, 3, KFC, 12.0, 01, 08, 2013, Thursday, mary, Food
1970, 3, KFC, 6.0, 23, 07, 2013, Tuesday, mary, Food
1971, 4, Mc Donalds, 11.0, 16, 08, 2013, Friday, mary, Food
1972, 9, Nandoos, 6.0, 11, 08, 2013, Sunday, mary, Food
1973, 9, Nandoos, 13.0, 14, 08, 2013, Wednesday, mary, Food
1974, 8, Kebab Factory, 13.0, 01, 08, 2013, Thursday, mary, Food
1975, 7, Subway, 7.0, 02, 08, 2013, Friday, mary, Food
1976, 9, Nandoos, 13.0, 09, 08, 2013, Friday, mary, Food
1977, 9, Nandoos, 14.0, 01, 08, 2013, Thursday, mary, Food
1978, 4, Mc Donalds, 15.0, 01, 08, 2013, Thursday, mary, Food
1979, 7, Subway, 8.0, 16, 08, 2013, Friday, mary, Food
1980, 9, Nandoos, 13.0, 08, 08, 2013, Thursday, mary, Food
1981, 7, Subway, 8.0, 29, 07, 2013, Monday, mary, Food
1982, 7, Subway, 11.0, 01, 08, 2013, Thursday, mary, Food
1983, 5, Guzman and Gomez, 9.0, 11, 08, 2013, Sunday, mary, Food
1984, 4, Mc Donalds, 14.0, 07, 08, 2013, Wednesday, mary, Food
1985, 4, Mc Donalds, 5.0, 06, 08, 2013, Tuesday, mary, Food
1986, 9, Nandoos, 12.0, 24, 07, 2013, Wednesday, mary, Food
1987, 8, Kebab Factory, 12.0, 07, 08, 2013, Wednesday, mary, Food
1988, 5, Guzman and Gomez, 5.0, 02, 08, 2013, Friday, mary, Food
1989, 4, Mc Donalds, 7.0, 12, 08, 2013, Monday, mary, Food
1990, 8, Kebab Factory, 10.0, 20, 07, 2013, Saturday, mary, Food
1991, 8, Kebab Factory, 15.0, 31, 07, 2013, Wednesday, mary, Food
1992, 5, Guzman and Gomez, 6.0, 09, 08, 2013, Friday, mary, Food
1993, 7, Subway, 9.0, 24, 07, 2013, Wednesday, mary, Food
1994, 8, Kebab Factory, 8.0, 02, 08, 2013, Friday, mary, Food
1995, 7, Subway, 6.0, 01, 08, 2013, Thursday, mary, Food
1996, 5, Guzman and Gomez, 7.0, 14, 08, 2013, Wednesday, mary, Food
1997, 9, Nandoos, 14.0, 05, 08, 2013, Monday, mary, Food
1998, 3, KFC, 10.0, 23, 07, 2013, Tuesday, mary, Food
1999, 9, Nandoos, 10.0, 25, 07, 2013, Thursday, mary, Food
2000, 3, KFC, 9.0, 03, 08, 2013, Saturday, mary, Food
2001, 5, Guzman and Gomez, 11.0, 07, 08, 2013, Wednesday, mary, Food
2002, 8, Kebab Factory, 5.0, 01, 08, 2013, Thursday, mary, Food
2003, 9, Nandoos, 9.0, 18, 08, 2013, Sunday, mary, Food
2004, 6, Fantasia, 12.0, 27, 07, 2013, Saturday, mary, Food
2005, 5, Guzman and Gomez, 14.0, 20, 07, 2013, Saturday, mary, Food
2006, 4, Mc Donalds, 14.0, 20, 07, 2013, Saturday, mary, Food
2007, 4, Mc Donalds, 10.0, 05, 08, 2013, Monday, mary, Food
2008, 3, KFC, 8.0, 18, 08, 2013, Sunday, mary, Food
2009, 3, KFC, 7.0, 05, 08, 2013, Monday, mary, Food
2010, 9, Nandoos, 8.0, 07, 08, 2013, Wednesday, mary, Food
2011, 9, Nandoos, 13.0, 23, 07, 2013, Tuesday, mary, Food
2012, 7, Subway, 6.0, 30, 07, 2013, Tuesday, mary, Food
2013, 5, Guzman and Gomez, 5.0, 01, 08, 2013, Thursday, mary, Food
